lat,lng,dates
64.57,11.87,2013-03-01
68.91,22.69,2013-03-01
64.28,13.49,2013-03-01
63.92,12.2,2013-04-01
69.5,22.48,2013-03-01
69.24,24.83,2013-03-01
70.77,24.6,2013-04-01
64.38,13.13,2013-05-01
63.91,12.11,2013-01-01
62.93,9.55,2013-01-01
62.81,9.99,2013-01-01
64.28,13.5,2013-03-01
64.04,12.16,2013-11-01
61.33,10.65,2013-06-01
70.2,24.33,2013-06-01
64.13,12.24,2013-08-01
61.98,9.33,2013-08-01
67.32,15.58,2013-09-01
68.75,23.3,2013-01-01
69.31,20.76,2013-01-01
68.95,18.48,2013-03-01
66.49,14.11,2013-04-01
63.93,12.31,2013-04-01
62.71,8.5,2013-12-01
61.92,8.73,2013-11-01
69.67,30.66,2013-12-01
63.32,9.67,2013-01-01
63.04,9.67,2013-01-01
63.03,9.64,2013-02-01
64.12,13.64,2013-02-01
63.06,9.52,2013-03-01
63.85,11.48,2013-04-01
64.53,12.75,2013-07-01
62.52,11.45,2013-12-01
70.01,28.86,2013-04-01
64.27,11.81,2013-04-01
61.32,10.61,2013-06-01
67.17,14.89,2013-10-01
61.93,8.86,2013-07-01
63.74,12.19,2013-08-01
62.57,10.51,2013-09-01
61.68,9.9,2013-08-01
62.58,10.51,2013-09-01
61.79,9.87,2013-09-01
61.81,9.97,2013-09-01
62.04,11.38,2013-08-01
69.27,20.72,2013-01-01
62.65,9.77,2013-09-01
68.93,22.41,2013-02-01
62.08,8.53,2013-09-01
69.04,25.31,2013-02-01
68.91,22.67,2013-02-01
69.83,25.24,2013-02-01
68.91,22.65,2013-03-01
69.21,25.61,2013-03-01
69.21,25.6,2013-03-01
70.63,28.52,2013-05-01
61.83,9.9,2013-09-01
61.95,9.37,2013-10-01
70.37,27.96,2013-12-01
63.71,11.63,2013-08-01
69.12,25.48,2013-12-01
66.97,16.09,2013-03-01
61.97,9.11,2013-08-01
63.64,11.83,2013-08-01
63.62,11.62,2013-09-01
63.69,11.71,2013-09-01
62.16,9.78,2013-09-01
67.14,14.87,2013-09-01
61.28,6.8,2013-08-01
63.81,12.22,2013-09-01
67.01,14.74,2013-09-01
61.75,9.98,2013-09-01
61.3,10.71,2013-09-01
61.75,9.93,2013-09-01
63.57,11.41,2013-09-01
61.8,9.89,2013-09-01
69.19,20.89,2013-01-01
69.22,20.85,2013-01-01
69.22,20.84,2013-01-01
64.58,13.13,2013-01-01
67.13,15.24,2013-10-01
68.96,22.28,2013-02-01
64.87,12.04,2013-02-01
68.91,22.65,2013-03-01
64.3,13.69,2013-04-01
68.91,22.69,2013-03-01
68.73,19.82,2013-03-01
68.83,18.62,2013-04-01
70.46,29.03,2013-05-01
68.87,18.7,2013-03-01
62.73,10.71,2013-01-01
66.35,15.05,2013-04-01
66.17,14.97,2013-05-01
64.27,11.79,2013-04-01
65.25,14.08,2013-10-01
61.37,6.78,2013-08-01
67.83,15.77,2013-08-01
61.38,6.82,2013-08-01
61.39,6.83,2013-08-01
63.95,12.24,2013-01-01
69.95,28.91,2013-01-01
61.45,9.35,2013-09-01
69.1,24.8,2013-03-01
64.26,12.7,2013-03-01
68.72,19.81,2013-03-01
64.46,12.89,2013-04-01
64.61,11.99,2013-03-01
64.88,12.16,2013-04-01
69.24,24.83,2013-03-01
69.24,24.83,2013-03-01
70.01,28.69,2013-03-01
67.16,15.65,2013-03-01
69.99,28.98,2013-03-01
68.91,22.83,2013-03-01
70.72,24.66,2013-04-01
68.95,25.4,2013-03-01
64.27,12.97,2013-04-01
64.44,12.93,2013-04-01
63.09,11.1,2013-01-01
63.44,10.24,2013-01-01
63.26,11.28,2013-01-01
70.2,30.23,2013-02-01
63.09,11.1,2013-03-01
63.07,9.56,2013-03-01
69.05,18.17,2013-03-01
63.76,12.26,2013-03-01
63.96,12.36,2013-04-01
61.3,10.68,2013-06-01
69.18,22.01,2013-11-01
69.8,24.68,2013-12-01
66.96,15.24,2013-08-01
61.39,6.83,2013-08-01
62.51,10.47,2013-09-01
61.93,9.15,2013-08-01
62.56,10.51,2013-09-01
61.99,9.05,2013-09-01
61.76,9.91,2013-09-01
61.78,9.94,2013-09-01
61.29,10.46,2013-09-01
68.72,19.81,2013-03-01
64.46,12.89,2013-04-01
64.61,11.99,2013-03-01
64.88,12.16,2013-04-01
69.24,24.83,2013-03-01
69.24,24.83,2013-03-01
70.01,28.69,2013-03-01
67.16,15.65,2013-03-01
69.99,28.98,2013-03-01
68.91,22.83,2013-03-01
70.72,24.66,2013-04-01
68.95,25.4,2013-03-01
64.27,12.97,2013-04-01
64.44,12.93,2013-04-01
63.09,11.1,2013-01-01
63.44,10.24,2013-01-01
63.26,11.28,2013-01-01
70.2,30.23,2013-02-01
63.09,11.1,2013-03-01
63.07,9.56,2013-03-01
63.28,11.96,2013-05-01
60.88,8.83,2013-09-01
63.09,11.1,2013-10-01
63.35,11.2,2013-01-01
60.77,11.77,2013-01-01
63.69,11.93,2013-01-01
62.89,10.25,2013-06-01
62.11,9.81,2013-06-01
69.18,22.01,2013-11-01
69.26,21.98,2013-11-01
65.25,14.07,2013-12-01
69.94,26.43,2013-12-01
70.35,26.34,2013-12-01
63.64,11.59,2013-08-01
63.62,11.79,2013-08-01
62.52,10.45,2013-08-01
63.6,11.84,2013-08-01
61.37,6.78,2013-08-01
66.43,14.13,2013-08-01
63.61,11.7,2013-08-01
62.04,11.49,2013-09-01
67.25,15.53,2013-09-01
63.08,10.96,2013-09-01
61.39,6.82,2013-09-01
70.0,25.28,2013-08-01
63.7,11.64,2013-09-01
61.95,9.21,2013-09-01
61.75,9.95,2013-09-01
62.52,10.44,2013-09-01
65.01,12.03,2013-09-01
61.98,9.55,2013-08-01
68.93,22.43,2013-02-01
61.99,9.09,2013-09-01
62.7,11.0,2013-09-01
70.02,28.78,2013-02-01
64.34,12.98,2013-02-01
68.91,22.65,2013-03-01
64.3,13.1,2013-03-01
68.98,22.75,2013-03-01
69.16,24.83,2013-03-01
69.1,24.83,2013-03-01
64.42,12.76,2013-03-01
64.44,14.1,2013-03-01
68.68,20.01,2013-03-01
69.99,28.4,2013-03-01
68.93,18.81,2013-12-01
70.74,24.63,2013-04-01
64.3,13.11,2013-04-01
64.3,13.1,2013-04-01
69.69,24.89,2013-04-01
69.96,28.43,2013-04-01
64.36,14.06,2013-04-01
70.78,24.73,2013-04-01
63.93,12.31,2013-01-01
68.62,16.9,2013-01-01
60.87,11.84,2013-01-01
60.55,11.58,2013-03-01
65.01,12.06,2013-03-01
62.66,9.15,2013-04-01
62.41,7.42,2013-05-01
66.46,13.92,2013-05-01
59.52,6.83,2013-07-01
59.65,7.0,2013-09-01
62.88,11.65,2013-09-01
64.48,12.71,2013-09-01
67.21,15.24,2013-04-01
60.84,8.95,2013-08-01
69.67,23.76,2013-10-01
64.98,12.1,2013-11-01
61.92,8.88,2013-07-01
66.64,15.43,2013-12-01
69.44,20.57,2013-07-01
70.09,25.9,2013-12-01
62.04,9.54,2013-08-01
63.66,11.63,2013-08-01
62.57,10.52,2013-08-01
69.94,25.2,2013-09-01
61.39,6.82,2013-09-01
61.29,9.21,2013-07-01
61.79,9.88,2013-09-01
69.82,29.17,2013-01-01
68.8,22.7,2013-01-01
68.94,22.41,2013-02-01
61.96,9.23,2013-09-01
69.69,25.11,2013-02-01
69.69,25.11,2013-02-01
69.04,25.32,2013-02-01
69.12,24.81,2013-03-01
70.04,28.0,2013-03-01
64.44,12.87,2013-03-01
64.34,12.85,2013-03-01
70.0,28.15,2013-03-01
64.3,13.05,2013-03-01
66.26,14.8,2013-03-01
70.02,28.78,2013-03-01
69.79,26.13,2013-04-01
63.64,11.6,2013-04-01
64.51,12.8,2013-04-01
63.2,11.36,2013-02-01
61.62,10.06,2013-03-01
62.34,11.43,2013-03-01
68.64,19.09,2013-04-01
61.15,9.05,2013-04-01
61.31,9.19,2013-04-01
60.88,12.02,2013-12-01
64.26,12.03,2013-04-01
61.96,10.4,2013-07-01
64.88,12.41,2013-07-01
64.27,12.09,2013-08-01
62.25,10.6,2013-08-01
61.72,9.94,2013-09-01
61.97,9.11,2013-09-01
61.79,9.89,2013-09-01
62.15,9.78,2013-09-01
61.81,10.03,2013-09-01
65.01,12.04,2013-09-01
64.19,13.62,2013-01-01
62.21,8.49,2013-09-01
66.21,15.06,2013-01-01
61.78,9.84,2013-10-01
69.07,25.6,2013-02-01
69.84,28.66,2013-02-01
70.11,28.57,2013-02-01
68.93,25.43,2013-03-01
64.3,13.05,2013-03-01
63.69,12.19,2013-04-01
68.98,22.75,2013-03-01
68.99,22.77,2013-03-01
65.02,12.1,2013-04-01
70.07,24.55,2013-04-01
64.21,13.96,2013-05-01
69.69,23.02,2013-08-01
69.88,29.19,2013-12-01
62.81,11.74,2013-07-01
70.27,26.19,2013-11-01
66.09,14.03,2013-11-01
62.53,10.57,2013-07-01
61.96,9.12,2013-08-01
62.69,8.71,2013-08-01
62.61,10.78,2013-08-01
63.62,11.62,2013-09-01
62.15,9.77,2013-09-01
63.48,11.7,2013-09-01
62.28,7.8,2013-08-01
67.32,15.57,2013-09-01
61.76,9.94,2013-10-01
61.81,9.97,2013-09-01
66.24,14.14,2013-09-01
62.04,9.08,2013-09-01
69.8,28.66,2013-02-01
64.39,12.89,2013-02-01
69.8,28.65,2013-02-01
67.46,16.0,2013-02-01
69.22,24.82,2013-03-01
64.38,12.85,2013-03-01
64.4,13.84,2013-03-01
69.61,25.13,2013-04-01
66.29,14.74,2013-03-01
69.62,25.01,2013-04-01
70.14,25.27,2013-04-01
61.17,9.28,2013-01-01
63.09,11.1,2013-01-01
62.02,9.94,2013-01-01
62.93,9.53,2013-03-01
63.63,11.78,2013-03-01
69.69,23.02,2013-08-01
69.88,29.19,2013-12-01
62.81,11.74,2013-07-01
70.27,26.19,2013-11-01
66.09,14.03,2013-11-01
62.53,10.57,2013-07-01
61.96,9.12,2013-08-01
62.69,8.71,2013-08-01
62.61,10.78,2013-08-01
62.02,9.12,2013-08-01
62.68,8.78,2013-08-01
67.02,14.73,2013-09-01
62.7,11.0,2013-09-01
67.1,14.86,2013-09-01
67.82,15.75,2013-09-01
61.92,9.05,2013-07-01
61.37,6.78,2013-08-01
61.37,6.78,2013-08-01
63.62,11.62,2013-09-01
62.15,9.77,2013-09-01
63.48,11.7,2013-09-01
62.28,7.8,2013-08-01
67.32,15.57,2013-09-01
61.76,9.94,2013-10-01
61.81,9.97,2013-09-01
66.24,14.14,2013-09-01
62.04,9.08,2013-09-01
69.8,28.66,2013-02-01
64.39,12.89,2013-02-01
69.8,28.65,2013-02-01
67.46,16.0,2013-02-01
69.22,24.82,2013-03-01
64.38,12.85,2013-03-01
64.4,13.84,2013-03-01
69.61,25.13,2013-04-01
66.29,14.74,2013-03-01
69.62,25.01,2013-04-01
70.14,25.27,2013-04-01
61.17,9.28,2013-01-01
63.09,11.1,2013-01-01
62.02,9.94,2013-01-01
62.93,9.53,2013-03-01
63.63,11.78,2013-03-01
70.17,28.82,2013-10-01
61.91,8.88,2013-07-01
62.55,10.5,2013-08-01
61.97,9.12,2013-08-01
62.54,10.57,2013-08-01
61.37,6.78,2013-08-01
62.3,11.09,2013-08-01
61.97,9.08,2013-08-01
61.38,6.82,2013-08-01
61.64,9.47,2013-08-01
66.89,15.39,2013-08-01
62.52,10.47,2013-09-01
62.56,10.5,2013-09-01
62.0,9.05,2013-09-01
61.95,9.21,2013-09-01
67.8,15.78,2013-09-01
61.64,9.81,2013-09-01
67.79,15.77,2013-09-01
64.9,12.29,2013-01-01
65.81,14.54,2013-09-01
64.9,12.29,2013-01-01
66.49,13.93,2013-10-01
69.17,22.39,2013-02-01
69.18,22.39,2013-02-01
69.07,19.05,2013-02-01
68.91,22.66,2013-03-01
68.98,22.76,2013-03-01
69.25,24.83,2013-04-01
69.23,24.85,2013-03-01
64.29,12.99,2013-04-01
69.9,26.33,2013-04-01
67.01,15.46,2013-01-01
61.99,9.96,2013-01-01
68.54,18.54,2013-02-01
65.92,14.48,2013-02-01
62.41,11.21,2013-03-01
62.79,10.13,2013-03-01
62.0,9.95,2013-03-01
62.83,9.19,2013-03-01
61.34,5.62,2013-03-01
63.9,12.2,2013-04-01
60.88,12.02,2013-04-01
62.44,11.41,2013-03-01
66.41,14.07,2013-04-01
62.44,12.07,2013-06-01
66.36,15.05,2013-05-01
62.11,11.15,2013-06-01
61.33,10.65,2013-06-01
61.78,9.88,2013-10-01
69.18,22.01,2013-11-01
61.83,8.71,2013-11-01
70.53,26.01,2013-11-01
70.36,28.66,2013-12-01
62.63,10.51,2013-08-01
62.49,10.54,2013-08-01
64.12,12.11,2013-08-01
62.65,8.75,2013-10-01
62.26,11.06,2013-08-01
62.25,10.6,2013-08-01
61.38,6.82,2013-08-01
63.57,11.91,2013-08-01
62.87,9.39,2013-08-01
67.01,15.3,2013-09-01
67.01,14.7,2013-09-01
69.24,20.27,2013-01-01
62.02,9.25,2013-09-01
62.14,10.85,2013-08-01
63.69,11.87,2013-03-01
68.98,22.76,2013-03-01
68.91,22.67,2013-03-01
68.91,22.67,2013-03-01
69.92,28.45,2013-04-01
70.02,27.17,2013-04-01
68.98,22.38,2013-04-01
65.35,14.41,2013-04-01
69.77,25.17,2013-01-01
63.19,11.27,2013-01-01
61.94,8.82,2013-11-01
60.8,11.8,2013-01-01
63.18,11.36,2013-01-01
68.63,18.43,2013-04-01
61.34,9.28,2013-04-01
61.35,9.02,2013-04-01
63.31,11.26,2013-05-01
62.61,10.02,2013-07-01
66.15,14.91,2013-05-01
62.14,10.69,2013-06-01
62.16,8.6,2013-10-01
70.3,24.94,2013-10-01
61.91,8.86,2013-07-01
67.06,14.77,2013-07-01
69.08,19.07,2013-12-01
65.01,12.02,2013-09-01
62.78,10.55,2013-10-01
69.26,20.76,2013-01-01
62.04,9.08,2013-09-01
66.3,14.76,2013-01-01
69.98,27.14,2013-02-01
68.99,25.13,2013-03-01
69.65,25.4,2013-02-01
70.6,26.37,2013-03-01
64.79,11.84,2013-03-01
70.73,24.64,2013-04-01
62.78,10.15,2013-01-01
62.81,10.13,2013-01-01
63.81,12.23,2013-01-01
64.36,13.62,2013-03-01
63.64,11.57,2013-04-01
63.86,12.25,2013-04-01
61.05,11.34,2013-12-01
62.48,11.89,2013-03-01
60.8,11.8,2013-01-01
63.18,11.36,2013-01-01
68.63,18.43,2013-04-01
61.34,9.28,2013-04-01
61.35,9.02,2013-04-01
63.31,11.26,2013-05-01
62.61,10.02,2013-07-01
66.15,14.91,2013-05-01
62.14,10.69,2013-06-01
62.16,8.6,2013-10-01
70.3,24.94,2013-10-01
61.91,8.86,2013-07-01
67.06,14.77,2013-07-01
69.08,19.07,2013-12-01
63.27,11.97,2013-07-01
62.54,10.61,2013-08-01
61.97,9.1,2013-08-01
67.86,15.78,2013-09-01
61.83,9.88,2013-09-01
65.01,12.02,2013-09-01
68.57,16.83,2013-01-01
69.27,20.73,2013-01-01
69.26,20.76,2013-01-01
61.91,9.35,2013-09-01
69.17,22.39,2013-02-01
62.81,9.81,2013-02-01
70.37,27.96,2013-03-01
69.89,25.37,2013-03-01
69.15,24.79,2013-03-01
68.75,24.91,2013-03-01
60.49,7.65,2013-10-01
64.34,12.02,2013-03-01
70.0,28.41,2013-04-01
70.81,25.05,2013-05-01
70.04,26.19,2013-05-01
60.88,12.02,2013-03-01
62.67,9.27,2013-04-01
68.79,22.69,2013-12-01
60.86,11.87,2013-03-01
63.37,11.65,2013-04-01
60.92,12.06,2013-09-01
63.37,11.65,2013-04-01
60.92,12.06,2013-09-01
63.42,10.27,2013-10-01
63.31,11.29,2013-04-01
60.8,11.8,2013-01-01
63.09,11.1,2013-04-01
63.31,11.29,2013-05-01
63.09,11.1,2013-11-01
62.31,11.48,2013-04-01
63.31,8.68,2013-12-01
62.86,10.05,2013-04-01
63.26,11.8,2013-03-01
60.75,11.62,2013-12-01
62.65,9.29,2013-04-01
63.39,11.61,2013-03-01
62.57,11.74,2013-04-01
60.79,11.81,2013-01-01
60.92,12.06,2013-11-01
60.87,12.07,2013-03-01
59.19,8.49,2013-03-01
63.09,11.1,2013-11-01
60.85,11.78,2013-01-01
60.88,12.02,2013-02-01
63.37,11.59,2013-06-01
62.66,9.28,2013-04-01
63.48,11.03,2013-04-01
60.92,12.05,2013-01-01
63.29,11.27,2013-01-01
60.92,12.06,2013-04-01
60.92,12.04,2013-12-01
61.29,8.77,2013-03-01
60.83,11.8,2013-03-01
60.87,12.02,2013-03-01
60.92,12.06,2013-12-01
60.89,12.09,2013-03-01
62.47,7.55,2013-04-01
60.92,12.05,2013-02-01
62.48,7.5,2013-04-01
68.96,18.19,2013-04-01
59.73,5.11,2013-01-01
